Date,Category,Category_id,Price,Weight,Indent,Parent,Parent_ID
2021-11-15,Intracity transportation,2740.0,324.752,0.278,6.0,Public transportation,4134.0
2021-11-15,Intracity mass transit,17.0,128.232,0.278,7.0,Intracity transportation,2740.0
2021-11-15,Recreation services,8585.0,132.48,3.892,4.0,Shelter,8742.0
2021-11-15,Video and audio services,4757.0,138.727,1.605,5.0,Recreation services,8585.0
2021-11-15,Cable and satellite television and radio service,9512.0,527.789,1.515,6.0,Video and audio services,4757.0
2021-11-15,"Video discs and other media, including rental of video and audio",210.0,66.027,0.091,6.0,Video and audio services,4757.0
2021-11-15,Video discs and other media,6541.0,31.906,0.043,7.0,"Video discs and other media, including rental of video and audio",210.0
2021-11-15,Rental of video or audio discs and other media,3098.0,140.395,0.043,7.0,"Video discs and other media, including rental of video and audio",210.0
2021-11-15,Pet services including veterinary,1219.0,277.249,0.42,5.0,Recreation services,8585.0
2021-11-15,Veterinarian services,9003.0,291.432,0.2085,6.0,Pet services including veterinary,1219.0
2021-11-15,Photographers and film processing,2424.0,126.589,0.038,5.0,Recreation services,8585.0
2021-11-15,Other recreation services,9744.0,179.303,1.827,5.0,Recreation services,8585.0
2021-11-15,Admissions,9746.0,408.902,0.647,6.0,Other recreation services,9744.0
2021-11-15,"Admission to movies, theaters, and concerts",290.0,197.515,0.331,7.0,Admissions,9746.0
2021-11-15,Admission to sporting events,5779.0,236.622,0.331,7.0,Admissions,9746.0
2021-11-15,Fees for lessons or instructions,9529.0,341.685,0.219,6.0,Other recreation services,9744.0
2021-11-15,Education and communication services,3707.0,116.575,6.038,4.0,Shelter,8742.0
2021-11-15,"Tuition, other school fees, and childcare",2308.0,796.543,2.911,5.0,Education and communication services,3707.0
2021-11-15,College tuition and fees,3878.0,892.327,1.615,6.0,"Tuition, other school fees, and childcare",2308.0
2021-11-15,Elementary and high school tuition and fees,4671.0,918.93,0.336,6.0,"Tuition, other school fees, and childcare",2308.0
2021-11-15,Child care and nursery school,7798.0,322.715,0.808,6.0,"Tuition, other school fees, and childcare",2308.0
2021-11-15,Technical and business school tuition and fees,3162.0,264.864,0.032,6.0,"Tuition, other school fees, and childcare",2308.0
2021-11-15,Postage and delivery services,594.0,220.576,0.113,5.0,Education and communication services,3707.0
2021-11-15,Postage,8784.0,347.927,0.099,6.0,Postage and delivery services,594.0
2021-11-15,Delivery services,3028.0,346.903,0.014,6.0,Postage and delivery services,594.0
2021-11-15,Telephone services,2405.0,94.762,2.219,5.0,Education and communication services,3707.0
2021-11-15,Wireless telephone services,655.0,48.176,1.647,6.0,Telephone services,2405.0
2021-11-15,Land-line telephone services,7646.0,138.62,0.573,6.0,Telephone services,2405.0
2021-11-15,Internet services and electronic information providers,4310.0,80.048,0.786,5.0,Education and communication services,3707.0
2021-11-15,Other personal services,2259.0,134.592,1.654,4.0,Shelter,8742.0
2021-11-15,Personal care services,1191.0,300.653,0.632,5.0,Other personal services,2259.0
2021-11-15,Haircuts and other personal care services,9359.0,183.447,0.632,6.0,Personal care services,1191.0
2021-11-15,Miscellaneous personal services,6567.0,474.401,1.022,5.0,Other personal services,2259.0
2021-11-15,Legal services,2429.0,380.812,0.308,6.0,Miscellaneous personal services,6567.0
2021-11-15,Funeral expenses,2175.0,350.677,0.128,6.0,Miscellaneous personal services,6567.0
2021-11-15,Laundry and dry cleaning services,4.0,194.799,0.241,6.0,Miscellaneous personal services,6567.0
2021-11-15,Apparel services other than laundry and dry cleaning,7034.0,214.179,0.029,6.0,Miscellaneous personal services,6567.0
2021-11-15,Financial services,7291.0,379.438,0.244,6.0,Miscellaneous personal services,6567.0
2021-11-15,Checking account and other bank services,9594.0,171.288,0.1205,7.0,Financial services,7291.0
2021-11-15,Tax return preparation and other accounting fees,4786.0,272.817,0.1205,7.0,Financial services,7291.0
2021-11-15,All items less food,3531.0,277.709,86.636,1.0,All items,8106.0
2021-11-15,All items less shelter,7199.0,257.8,66.707,1.0,All items,8106.0
2021-11-15,All items less food and shelter,4114.0,250.425,53.343,1.0,All items,8106.0
2021-11-15,"All items less food, shelter, and energy",5789.0,251.301,46.153,1.0,All items,8106.0
2021-11-15,"All items less food, shelter, energy, and used cars and trucks",2208.0,252.196,43.756,1.0,All items,8106.0
2021-11-15,All items less medical care,2047.0,266.837,91.304,1.0,All items,8106.0
2021-11-15,All items less energy,4604.0,282.887,92.81,1.0,All items,8106.0
2021-11-15,Commodities,704.0,209.033,36.817,1.0,All items,8106.0
2021-11-15,"Commodities less food, energy, and used cars and trucks",9826.0,153.96,17.227,2.0,Commodities,704.0
2021-11-15,Commodities less food,5867.0,174.286,23.453,2.0,Commodities,704.0
2021-11-15,Commodities less food and beverages,3891.0,171.017,22.48,2.0,Commodities,704.0
2021-11-15,Services,9735.0,347.031,63.183,1.0,All items,8106.0
2021-11-15,Services less rent of shelter,9058.0,364.157,30.264,2.0,Services,9735.0
2021-11-15,Services less medical care services,5145.0,329.303,56.183,2.0,Services,9735.0
2021-11-15,Durables,2665.0,124.007,9.975,1.0,All items,8106.0
2021-11-15,Nondurables,818.0,249.119,26.842,1.0,All items,8106.0
2021-11-15,Nondurables less food,6247.0,218.491,13.477,2.0,Nondurables,818.0
2021-11-15,Nondurables less food and beverages,7080.0,215.651,12.505,2.0,Nondurables,818.0
2021-11-15,"Nondurables less food, beverages, and apparel",1465.0,277.76,9.44,2.0,Nondurables,818.0
2021-11-15,Nondurables less food and apparel,5488.0,275.126,10.412,2.0,Nondurables,818.0
2021-11-15,Housing,6803.0,287.036,42.217,1.0,All items,8106.0
2021-11-15,Education and communication,1868.0,143.678,6.565,1.0,All items,8106.0
2021-11-15,Education,314.0,277.124,3.041,2.0,Education and communication,1868.0
2021-11-15,Communication,5970.0,76.312,3.524,2.0,Education and communication,1868.0
2021-11-15,Information and information processing,8625.0,71.963,3.411,3.0,Communication,5970.0
2021-11-15,"Information technology, hardware and services",5358.0,7.417,1.192,3.0,Communication,5970.0
2021-11-15,Recreation,8575.0,127.092,5.688,1.0,All items,8106.0
2021-11-15,Video and audio,5618.0,111.642,1.827,2.0,Recreation,8575.0
2021-11-15,"Pets, pet products and services",9321.0,186.866,1.027,2.0,Recreation,8575.0
2021-11-15,Photography,9325.0,78.407,0.072,2.0,Recreation,8575.0
2021-11-15,Food and beverages,9257.0,284.835,14.337,1.0,All items,8106.0
2021-11-15,Domestically produced farm food,612.0,275.508,6.089,2.0,Food and beverages,9257.0
2021-11-15,Other services,6741.0,380.115,11.584,1.0,All items,8106.0
2021-11-15,Apparel less footwear,3242.0,113.709,2.392,1.0,All items,8106.0
2021-11-15,Fuels and utilities,5463.0,272.565,4.643,1.0,All items,8106.0
2021-11-15,Household energy,396.0,227.545,3.549,2.0,Fuels and utilities,5463.0
2021-11-15,Medical care,3411.0,529.44,8.696,1.0,All items,8106.0
2021-11-15,Transportation,6812.0,248.256,16.224,1.0,All items,8106.0
2021-11-15,Private transportation,3815.0,248.718,15.091,2.0,Transportation,6812.0
2021-11-15,New and used motor vehicles,2973.0,123.411,6.987,3.0,Private transportation,3815.0
2021-11-15,Utilities and public transportation,7939.0,232.711,9.322,1.0,All items,8106.0
2021-11-15,Household furnishings and operations,9339.0,135.954,4.282,1.0,All items,8106.0
2021-11-15,Other goods and services,8488.0,484.683,3.207,1.0,All items,8106.0
2021-11-15,Personal care,6986.0,246.445,2.547,2.0,Other goods and services,8488.0
2021-12-15,All items,8106.0,280.192,100.0,0.0,,
2021-12-15,Food,4934.0,287.67,13.364,1.0,All items,8106.0
2021-12-15,Food at home,4200.0,268.745,7.304,2.0,Food,4934.0
2021-12-15,Cereals and bakery products,2948.0,298.635,0.962,3.0,Food at home,4200.0
2021-12-15,Cereals and cereal products,232.0,245.609,0.308,4.0,Cereals and bakery products,2948.0
2021-12-15,Flour and prepared flour mixes,5489.0,258.465,0.04,5.0,Cereals and cereal products,232.0
2021-12-15,Breakfast cereal,6944.0,241.597,0.149,5.0,Cereals and cereal products,232.0
2021-12-15,"Rice, pasta, cornmeal",3008.0,253.355,0.118,5.0,Cereals and cereal products,232.0
2021-12-15,Rice,7147.0,170.563,0.119,6.0,"Rice, pasta, cornmeal",3008.0
2021-12-15,Bakery products,8566.0,328.129,0.654,5.0,Cereals and cereal products,232.0
2021-12-15,Bread,975.0,200.504,0.193,6.0,Bakery products,8566.0
2021-12-15,White bread,4282.0,361.14,0.097,7.0,Bread,975.0
2021-12-15,Bread other than white,4542.0,393.523,0.097,7.0,Bread,975.0
2021-12-15,"Fresh biscuits, rolls, muffins",922.0,193.409,0.092,6.0,Bakery products,8566.0
2021-12-15,"Cakes, cupcakes, and cookies",8034.0,307.683,0.164,6.0,Bakery products,8566.0
2021-12-15,Cookies,4182.0,286.068,0.0825,7.0,"Cakes, cupcakes, and cookies",8034.0
2021-12-15,Fresh cakes and cupcakes,597.0,328.681,0.0825,7.0,"Cakes, cupcakes, and cookies",8034.0
2021-12-15,Other bakery products,8497.0,295.99,0.205,6.0,Bakery products,8566.0
2021-12-15,"Fresh sweetrolls, coffeecakes, doughnuts",4288.0,337.339,0.067333333333333,7.0,Other bakery products,8497.0
2021-12-15,"Crackers, bread, and cracker products",9136.0,349.494,0.067333333333333,7.0,Other bakery products,8497.0
2021-12-15,"Frozen and refrigerated bakery products, pies, tarts, turnovers",3655.0,283.144,0.067333333333333,7.0,Other bakery products,8497.0
2021-12-15,"Meats, poultry, fish, and eggs",8516.0,299.871,1.504,3.0,Food at home,4200.0
2021-12-15,Meats,5354.0,316.503,0.937,5.0,"Meats, poultry, fish, and eggs",8516.0
2021-12-15,Beef and veal,207.0,399.833,0.426,6.0,Meats,5354.0
2021-12-15,Uncooked ground beef,5192.0,328.379,0.17,7.0,Beef and veal,207.0
2021-12-15,Uncooked beef roasts,2136.0,313.704,0.061,7.0,Beef and veal,207.0
2021-12-15,Uncooked beef steaks,1842.0,271.766,0.158,7.0,Beef and veal,207.0
2021-12-15,Uncooked other beef and veal,7339.0,337.797,0.037,7.0,Beef and veal,207.0
2021-12-15,Pork,5855.0,262.752,0.29,6.0,Meats,5354.0
2021-12-15,"Bacon, breakfast sausage, and related products",9102.0,200.18,0.132,7.0,Pork,5855.0
2021-12-15,Bacon and related products,9540.0,382.71,0.065,8.0,"Bacon, breakfast sausage, and related products",9102.0
2021-12-15,Breakfast sausage and related products,8302.0,175.173,0.065,8.0,"Bacon, breakfast sausage, and related products",9102.0
2021-12-15,Ham,3234.0,233.154,0.05,7.0,Pork,5855.0
2021-12-15,"Ham, excluding canned",9972.0,261.151,0.051,8.0,Ham,3234.0
2021-12-15,Pork chops,4791.0,234.362,0.043,7.0,Pork,5855.0
2021-12-15,Other pork including roasts and picnics,8666.0,163.283,0.065,7.0,Pork,5855.0
2021-12-15,Other meats,4535.0,252.468,0.221,6.0,Meats,5354.0
2021-12-15,Frankfurters,4003.0,250.12,0.05525,7.0,Other meats,4535.0
2021-12-15,Lunchmeats,3829.0,163.359,0.05525,7.0,Other meats,4535.0
2021-12-15,Poultry,9948.0,267.769,0.315,6.0,Meats,5354.0
2021-12-15,Chicken,1270.0,174.595,0.258,7.0,Poultry,9948.0
2021-12-15,Fresh whole chicken,3415.0,279.309,0.1295,8.0,Chicken,1270.0
2021-12-15,Fresh and frozen chicken parts,2135.0,263.735,0.1295,8.0,Chicken,1270.0
2021-12-15,Other uncooked poultry including turkey,6263.0,167.468,0.057,7.0,Poultry,9948.0
2021-12-15,Fish and seafood,9469.0,340.69,0.252,6.0,Meats,5354.0
2021-12-15,Fresh fish and seafood,7000.0,216.925,0.13,7.0,Fish and seafood,9469.0
2021-12-15,Processed fish and seafood,8830.0,165.401,0.122,7.0,Fish and seafood,9469.0
2021-12-15,Shelf stable fish and seafood,5846.0,227.426,0.0615,8.0,Processed fish and seafood,8830.0
2021-12-15,Frozen fish and seafood,4850.0,352.805,0.0615,8.0,Processed fish and seafood,8830.0
2021-12-15,Eggs,5556.0,227.601,0.092,5.0,"Meats, poultry, fish, and eggs",8516.0
2021-12-15,Dairy and related products,5341.0,234.733,0.724,3.0,Food at home,4200.0
2021-12-15,Milk,4634.0,158.465,0.2,4.0,Dairy and related products,5341.0
2021-12-15,Fresh whole milk,2000.0,230.968,0.1005,5.0,Milk,4634.0
2021-12-15,Fresh milk other than whole,1223.0,161.38,0.1005,5.0,Milk,4634.0
2021-12-15,Cheese and related products,1043.0,242.001,0.232,4.0,Dairy and related products,5341.0
2021-12-15,Ice cream and related products,6801.0,235.069,0.107,4.0,Dairy and related products,5341.0
2021-12-15,Other dairy and related products,5142.0,154.618,0.186,4.0,Dairy and related products,5341.0
2021-12-15,Fruits and vegetables,9499.0,322.844,1.305,3.0,Food at home,4200.0
2021-12-15,Fresh fruits and vegetables,4607.0,372.618,1.034,4.0,Fruits and vegetables,9499.0
2021-12-15,Fresh fruits,8524.0,388.202,0.543,5.0,Fresh fruits and vegetables,4607.0
2021-12-15,Apples,4999.0,352.409,0.076,6.0,Fresh fruits,8524.0
2021-12-15,Bananas,3997.0,200.986,0.079,6.0,Fresh fruits,8524.0
2021-12-15,Citrus fruits,379.0,282.102,0.149,6.0,Fresh fruits,8524.0
2021-12-15,"Oranges, including tangerines",8352.0,557.225,0.155,7.0,Citrus fruits,379.0
2021-12-15,Other fresh fruits,3215.0,129.204,0.238,6.0,Fresh fruits,8524.0
2021-12-15,Fresh vegetables,6147.0,355.005,0.491,5.0,Fresh fruits and vegetables,4607.0
2021-12-15,Potatoes,8287.0,390.901,0.079,6.0,Fresh vegetables,6147.0
2021-12-15,Lettuce,3380.0,377.197,0.065,6.0,Fresh vegetables,6147.0
2021-12-15,Tomatoes,5692.0,340.876,0.08,6.0,Fresh vegetables,6147.0
2021-12-15,Other fresh vegetables,1494.0,352.299,0.267,6.0,Fresh vegetables,6147.0
2021-12-15,Processed fruits and vegetables,9100.0,171.75,0.271,5.0,Fresh fruits and vegetables,4607.0
2021-12-15,Canned fruits and vegetables,2361.0,179.798,0.151,6.0,Processed fruits and vegetables,9100.0
2021-12-15,Canned fruits,8257.0,171.391,0.073,7.0,Canned fruits and vegetables,2361.0
2021-12-15,Canned vegetables,2158.0,193.271,0.073,7.0,Canned fruits and vegetables,2361.0
2021-12-15,Frozen fruits and vegetables,92.0,161.149,0.077,6.0,Processed fruits and vegetables,9100.0
2021-12-15,Frozen vegetables,8965.0,215.81,0.077,7.0,Frozen fruits and vegetables,92.0
2021-12-15,Other processed fruits and vegetables including dried,3337.0,165.325,0.043,6.0,Processed fruits and vegetables,9100.0
2021-12-15,"Dried beans, peas, and lentils",5319.0,206.556,0.044,7.0,Other processed fruits and vegetables including dried,3337.0
2021-12-15,Nonalcoholic beverages and beverage materials,6387.0,188.1,0.884,3.0,Food at home,4200.0
2021-12-15,Juices and nonalcoholic drinks,8886.0,149.153,0.633,4.0,Nonalcoholic beverages and beverage materials,6387.0
2021-12-15,Carbonated drinks,6104.0,195.749,0.267,5.0,Juices and nonalcoholic drinks,8886.0
2021-12-15,Frozen noncarbonated juices and drinks,8552.0,182.284,0.009,5.0,Juices and nonalcoholic drinks,8886.0
2021-12-15,Nonfrozen noncarbonated juices and drinks,7335.0,131.929,0.358,5.0,Juices and nonalcoholic drinks,8886.0
2021-12-15,Beverage materials including coffee and tea,7177.0,123.345,0.251,4.0,Nonalcoholic beverages and beverage materials,6387.0
2021-12-15,Coffee,6082.0,207.441,0.161,5.0,Beverage materials including coffee and tea,7177.0
2021-12-15,Roasted coffee,1986.0,218.17,0.0805,6.0,Coffee,6082.0
2021-12-15,Instant and freeze dried coffee,4343.0,192.777,0.0805,6.0,Coffee,6082.0
2021-12-15,Other beverage materials including tea,7028.0,133.585,0.09,5.0,Beverage materials including coffee and tea,7177.0
2021-12-15,Other food at home,4196.0,231.736,1.833,3.0,Food at home,4200.0
2021-12-15,Sugar and sweets,7995.0,241.25,0.279,4.0,Other food at home,4196.0
2021-12-15,Sugar and artificial sweeteners,3199.0,218.918,0.042,5.0,Sugar and sweets,7995.0
2021-12-15,Candy and chewing gum,741.0,164.704,0.184,5.0,Sugar and sweets,7995.0
2021-12-15,Other sweets,315.0,166.84,0.054,5.0,Sugar and sweets,7995.0
2021-12-15,Fats and oils,3612.0,250.958,0.214,4.0,Other food at home,4196.0
2021-12-15,Butter and margarine,3369.0,214.394,0.061,5.0,Fats and oils,3612.0
2021-12-15,Butter,4789.0,247.905,0.03,6.0,Butter and margarine,3369.0
2021-12-15,Margarine,1265.0,331.23,0.03,6.0,Butter and margarine,3369.0
2021-12-15,Salad dressing,7.0,142.979,0.052,5.0,Fats and oils,3612.0
2021-12-15,Other fats and oils including peanut butter,6039.0,180.427,0.101,5.0,Fats and oils,3612.0
2021-12-15,Peanut butter,3774.0,175.392,0.1,6.0,Other fats and oils including peanut butter,6039.0
2021-12-15,Other foods,9728.0,247.034,1.34,5.0,Fats and oils,3612.0
2021-12-15,Soups,1351.0,267.577,0.081,6.0,Other foods,9728.0
2021-12-15,Frozen and freeze dried prepared foods,1434.0,184.047,0.234,6.0,Other foods,9728.0
2021-12-15,Snacks,7570.0,274.765,0.31,6.0,Other foods,9728.0
2021-12-15,"Spices, seasonings, condiments, sauces",4846.0,264.992,0.272,6.0,Other foods,9728.0
2021-12-15,Salt and other seasonings and spices,5517.0,170.802,0.067,7.0,"Spices, seasonings, condiments, sauces",4846.0
2021-12-15,Sauces and gravies,8728.0,150.903,0.067,7.0,"Spices, seasonings, condiments, sauces",4846.0
2021-12-15,Other condiments,2190.0,304.446,0.067,7.0,"Spices, seasonings, condiments, sauces",4846.0
2021-12-15,Baby food,4929.0,185.99,0.051,6.0,Other foods,9728.0
2021-12-15,Other miscellaneous foods,5930.0,144.747,0.393,6.0,Other foods,9728.0
2021-12-15,Prepared salads,2722.0,139.027,0.401,7.0,Other miscellaneous foods,5930.0
2021-12-15,Food away from home,1345.0,317.372,6.06,2.0,Food,4934.0
2021-12-15,Full service meals and snacks,3598.0,196.449,3.009,3.0,Food away from home,1345.0
2021-12-15,Limited service meals and snacks,8446.0,210.803,2.581,3.0,Food away from home,1345.0
2021-12-15,Food at employee sites and schools,9101.0,83.876,0.182,3.0,Food away from home,1345.0
2021-12-15,Food at elementary and secondary schools,4625.0,47.349,0.183,4.0,Food at employee sites and schools,9101.0
2021-12-15,Food from vending machines and mobile vendors,6369.0,178.831,0.092,3.0,Food away from home,1345.0
2021-12-15,Other food away from home,1346.0,211.71,0.197,3.0,Food away from home,1345.0
2021-12-15,Energy,7558.0,264.08,7.19,1.0,All items,8106.0
2021-12-15,Energy commodities,8995.0,310.587,3.829,2.0,Energy,7558.0
2021-12-15,Fuel oil and other fuels,416.0,334.203,0.188,3.0,Energy commodities,8995.0
2021-12-15,Fuel oil,5177.0,325.879,0.113,4.0,Fuel oil and other fuels,416.0
2021-12-15,"Propane, kerosene, and firewood",2320.0,434.848,0.075,4.0,Fuel oil and other fuels,416.0
2021-12-15,Motor fuel,3840.0,306.524,3.641,3.0,Private transportation,3815.0
2021-12-15,Gasoline all types,789.0,305.483,4.027,4.0,Motor fuel,3840.0
2021-12-15,"Gasoline, unleaded regular",4879.0,299.483,1.22366666666667,5.0,Gasoline,9206.0
2021-12-15,"Gasoline, unleaded midgrade",5687.0,328.534,1.22366666666667,5.0,Gasoline,9206.0
2021-12-15,"Gasoline, unleaded premium",6324.0,317.396,1.22366666666667,5.0,Gasoline,9206.0
2021-12-15,Other motor fuels,8206.0,267.792,0.085,4.0,Motor fuel,3840.0
2021-12-15,Energy services,4748.0,230.118,3.361,2.0,Energy,7558.0
2021-12-15,Electricity,1202.0,231.59,2.594,3.0,Energy services,4748.0
2021-12-15,All items less food and energy,5306.0,284.759,79.446,1.0,All items,8106.0
2021-12-15,Commodities less food and energy commodities,4935.0,161.983,19.624,2.0,All items less food and energy,5306.0
2021-12-15,Household furnishings and supplies,5562.0,100.191,3.394,3.0,Commodities less food and energy commodities,4935.0
2021-12-15,Window and floor coverings and other linens,8669.0,58.849,0.257,4.0,Household furnishings and supplies,5562.0
2021-12-15,Floor coverings,7171.0,117.741,0.055,5.0,Window and floor coverings and other linens,8669.0
2021-12-15,Window coverings,6848.0,72.261,0.046,5.0,Window and floor coverings and other linens,8669.0
2021-12-15,Other linens,5777.0,43.211,0.156,5.0,Window and floor coverings and other linens,8669.0
2021-12-15,Furniture and bedding,730.0,131.628,0.895,4.0,Household furnishings and supplies,5562.0
2021-12-15,Bedroom furniture,6797.0,143.227,0.324,5.0,Furniture and bedding,730.0
2021-12-15,"Living room, kitchen, and dining room furniture",2452.0,104.925,0.433,5.0,Furniture and bedding,730.0
2021-12-15,Other furniture,7326.0,81.751,0.128,5.0,Furniture and bedding,730.0
2021-12-15,Appliances,3958.0,87.132,0.219,4.0,Household furnishings and supplies,5562.0
2021-12-15,Major appliances,5082.0,102.275,0.081,5.0,Appliances,3958.0
2021-12-15,Laundry equipment,8105.0,116.541,0.081,6.0,Major appliances,5082.0
2021-12-15,Other appliances,1467.0,71.686,0.134,5.0,Appliances,3958.0
2021-12-15,Other household equipment and furnishings,6715.0,52.752,0.507,4.0,Household furnishings and supplies,5562.0
2021-12-15,"Clocks, lamps, and decorator items",4790.0,38.976,0.28,5.0,Other household equipment and furnishings,6715.0
2021-12-15,Indoor plants and flowers,6096.0,143.681,0.094,5.0,Other household equipment and furnishings,6715.0
2021-12-15,Dishes and flatware,3747.0,45.398,0.052,5.0,Other household equipment and furnishings,6715.0
2021-12-15,Nonelectric cookware and tableware,9874.0,81.649,0.081,5.0,Other household equipment and furnishings,6715.0
2021-12-15,"Tools, hardware, outdoor equipment and supplies",6044.0,101.0,0.676,4.0,Household furnishings and supplies,5562.0
2021-12-15,"Tools, hardware and supplies",5668.0,106.869,0.2,5.0,"Tools, hardware, outdoor equipment and supplies",6044.0
2021-12-15,Outdoor equipment and supplies,4623.0,97.878,0.313,5.0,"Tools, hardware, outdoor equipment and supplies",6044.0
2021-12-15,Housekeeping supplies,2307.0,203.693,0.839,4.0,Household furnishings and supplies,5562.0
2021-12-15,Household cleaning products,6610.0,130.231,0.331,5.0,Housekeeping supplies,2307.0
2021-12-15,Household paper products,5202.0,198.262,0.222,5.0,Housekeeping supplies,2307.0
2021-12-15,Miscellaneous household products,8293.0,122.272,0.286,5.0,Housekeeping supplies,2307.0
2021-12-15,Apparel,5516.0,124.415,3.065,3.0,Commodities less food and energy commodities,4935.0
2021-12-15,Men’s and boys’ apparel,2395.0,121.053,0.784,4.0,Apparel,5516.0
2021-12-15,Men’s apparel,7821.0,123.9,0.603,5.0,Men’s and boys’ apparel,2395.0
2021-12-15,"Men’s suits, sport coats, and outerwear",2606.0,99.145,0.112,6.0,Men's apparel,7821.0
2021-12-15,Men’s shirts and sweaters,7018.0,76.489,0.175,6.0,Men's apparel,7821.0
2021-12-15,Men’s pants and shorts,6934.0,126.379,0.156,6.0,Men's apparel,7821.0
2021-12-15,Boys’ apparel,3935.0,108.252,0.181,5.0,Men’s and boys’ apparel,2395.0
2021-12-15,Women’s and girls’ apparel,7374.0,103.198,1.226,4.0,Apparel,5516.0
2021-12-15,Women’s apparel,8387.0,104.935,1.045,5.0,Women’s and girls’ apparel,7374.0
2021-12-15,Women’s outerwear,7718.0,97.745,0.073,6.0,Women's apparel,8387.0
2021-12-15,Women’s dresses,452.0,106.731,0.127,6.0,Women's apparel,8387.0
2021-12-15,Women’s suits and separates,9350.0,72.313,0.55,6.0,Women's apparel,8387.0
2021-12-15,"Women’s underwear, nightwear, sportswear and accessories",9498.0,102.574,0.283,6.0,Women's apparel,8387.0
2021-12-15,Girls’ apparel,7561.0,94.675,0.181,5.0,Women’s and girls’ apparel,7374.0
2021-12-15,Footwear,7182.0,141.999,0.674,4.0,Apparel,5516.0
2021-12-15,Men’s footwear,369.0,145.56,0.219,5.0,Footwear,7182.0
2021-12-15,Boys’ and girls’ footwear,9448.0,159.773,0.162,5.0,Footwear,7182.0
2021-12-15,Women’s footwear,4044.0,129.357,0.293,5.0,Footwear,7182.0
2021-12-15,Infants’ and toddlers’ apparel,2101.0,115.653,0.138,4.0,Apparel,5516.0
2021-12-15,Jewelry and watches,546.0,184.726,0.243,4.0,Apparel,5516.0
2021-12-15,Watches,6459.0,150.074,0.092,5.0,Jewelry and watches,546.0
2021-12-15,Jewelry,3237.0,182.315,0.151,5.0,Jewelry and watches,546.0
2021-12-15,Transportation commodities less motor fuel,690.0,133.834,6.621,3.0,Commodities less food and energy commodities,4935.0
2021-12-15,New vehicles,4291.0,166.982,3.729,4.0,New and used motor vehicles,2973.0
2021-12-15,New cars and trucks,8642.0,115.747,3.724,5.0,New vehicles,4291.0
2021-12-15,New cars,5782.0,163.127,1.862,6.0,New cars and trucks,8642.0
2021-12-15,New trucks,9870.0,177.636,1.862,6.0,New cars and trucks,8642.0
2021-12-15,Used cars and trucks,2211.0,210.208,2.397,4.0,New vehicles,4291.0
2021-12-15,Motor vehicle parts and equipment,449.0,165.122,0.382,4.0,New vehicles,4291.0
2021-12-15,Tires,6900.0,141.422,0.227,5.0,Motor vehicle parts and equipment,449.0
2021-12-15,Vehicle accessories other than tires,1564.0,196.557,0.155,5.0,Motor vehicle parts and equipment,449.0
2021-12-15,Vehicle parts and equipment other than tires,307.0,184.743,0.078,6.0,Vehicle accessories other than tires,1564.0
2021-12-15,"Motor oil, coolant, and fluids",9435.0,426.13,0.078,6.0,Vehicle accessories other than tires,1564.0
2021-12-15,Medical care commodities,5635.0,379.611,1.696,3.0,Commodities less food and energy commodities,4935.0
2021-12-15,Medicinal drugs,5658.0,124.789,1.638,4.0,Medical care commodities,5635.0
2021-12-15,Prescription drugs,1369.0,526.985,1.302,5.0,Medicinal drugs,5658.0
2021-12-15,Nonprescription drugs,8558.0,96.752,0.337,5.0,Medicinal drugs,5658.0
2021-12-15,Medical equipment and supplies,3514.0,97.692,0.057,4.0,Medical care commodities,5635.0
2021-12-15,Recreation commodities,6582.0,81.976,1.796,3.0,Commodities less food and energy commodities,4935.0
2021-12-15,Video and audio products,5590.0,36.933,0.222,4.0,Recreation commodities,6582.0
2021-12-15,Televisions,5433.0,1.423,0.096,5.0,Video and audio products,5590.0
2021-12-15,Other video equipment,4138.0,9.715,0.027,5.0,Video and audio products,5590.0
2021-12-15,Audio equipment,7859.0,25.48,0.044,5.0,Video and audio products,5590.0
2021-12-15,Recorded music and music subscriptions,737.0,79.733,0.047,5.0,Video and audio products,5590.0
2021-12-15,Pets and pet products,7156.0,207.516,0.608,4.0,Recreation commodities,6582.0
2021-12-15,Pet food,4226.0,158.73,0.3025,5.0,Pets and pet products,7156.0
2021-12-15,"Purchase of pets, pet supplies, accessories",8808.0,118.946,0.3025,5.0,Pets and pet products,7156.0
2021-12-15,Sporting goods,172.0,123.733,0.493,4.0,Recreation commodities,6582.0
2021-12-15,Sports vehicles including bicycles,4414.0,172.14,0.286,5.0,Sporting goods,172.0
2021-12-15,Sports equipment,2216.0,83.575,0.2,5.0,Sporting goods,172.0
2021-12-15,Photographic equipment and supplies,8921.0,59.313,0.032,4.0,Recreation commodities,6582.0
2021-12-15,Photographic equipment,6539.0,24.676,0.0165,5.0,Photographic equipment and supplies,8921.0
2021-12-15,Recreational reading materials,7963.0,272.606,0.115,4.0,Recreation commodities,6582.0
2021-12-15,Newspapers and magazines,7582.0,206.266,0.07,5.0,Recreational reading materials,7963.0
2021-12-15,Recreational books,3331.0,97.559,0.045,5.0,Recreational reading materials,7963.0
2021-12-15,Other recreational goods,4278.0,33.795,0.326,4.0,Recreation commodities,6582.0
2021-12-15,Toys,3103.0,29.342,0.255,5.0,Other recreational goods,4278.0
2021-12-15,"Toys, games, hobbies and playground equipment",8350.0,38.883,0.252,6.0,Toys,3103.0
